,pid,task,starttime,endtime,original_response_Dutch,original_response,original_response_cleaned,response,invalid,response_len,response_num_words,order,RT
8531,2825,1,1613405071175,1613405073981,kip,chicken,chicken,chicken,0.0,7,1,3,2.806
8532,2825,1,1613405073981,1613405076026,schaap,sheep,sheep,sheep,0.0,5,1,4,2.045
8533,2825,1,1613405076026,1613405077355,ezel,donkey,donkey,donkey,0.0,6,1,5,1.329
8534,2825,1,1613405077355,1613405079193,giraffe,giraffe,giraffe,giraffe,0.0,7,1,6,1.838
8535,2825,1,1613405079193,1613405083323,luipaard,leopard,leopard,leopard,0.0,7,1,7,4.13
8536,2825,1,1613405083323,1613405090235,olifant,elephant,elephant,elephant,0.0,8,1,8,6.912
8537,2825,1,1613405090235,1613405092695,meeuw,seagull,seagull,seagull,0.0,7,1,9,2.46
8538,2825,1,1613405092695,1613405095542,vlinder,butterfly,butterfly,butterfly,0.0,9,1,10,2.847
8539,2825,1,1613405095542,1613405097451,spin,spider,spider,spider,0.0,6,1,11,1.909
8540,2825,1,1613405097451,1613405102334,lieveheersbeestje,ladybird,ladybird,ladybird,0.0,8,1,12,4.883
8541,2825,1,1613405102334,1613405103338,kever,beetle,beetle,beetle,0.0,6,1,13,1.004
8542,2825,1,1613405103338,1613405107639,slang,snake,snake,snake,0.0,5,1,14,4.301
8543,2825,1,1613405107639,1613405110024,haai,shark,shark,shark,0.0,5,1,15,2.385
8544,2825,1,1613405110024,1613405112087,dolfijn,dolphin,dolphin,dolphin,0.0,7,1,16,2.063
8545,2825,1,1613405112087,1613405122333,jagguar,jagguar,jagguar,jaguar,0.0,7,1,17,10.246
8546,2825,1,1613405122333,1613405128007,eend,duck,duck,duck,0.0,4,1,18,5.674
8547,2825,1,1613405128007,1613405129878,zwaan,Swan,Swan,swan,0.0,4,1,19,1.871
8572,2827,1,1613469558705,1613469561150,koala,koala,koala,koala,0.0,5,1,1,2.445
8573,2827,1,1613469561150,1613469563167,kat,cat,cat,cat,0.0,3,1,2,2.017
8574,2827,1,1613469563167,1613469565100,hond,dog,dog,dog,0.0,3,1,3,1.933
8575,2827,1,1613469565100,1613469566097,vis,fish,fish,fish,0.0,4,1,4,0.997
8576,2827,1,1613469566097,1613469568096,cavia,guinea pig,guinea pig,guinea pig,0.0,10,2,5,1.999
8577,2827,1,1613469568096,1613469569762,hamster,hamster,hamster,hamster,0.0,7,1,6,1.666
8578,2827,1,1613469569762,1613469570900,beer,bear,bear,bear,0.0,4,1,7,1.138
8579,2827,1,1613469570900,1613469573702,vos,fox,fox,fox,0.0,3,1,8,2.802
8580,2827,1,1613469573702,1613469575821,wolf,Wolf,Wolf,wolf,0.0,4,1,9,2.119
8581,2827,1,1613469575821,1613469578900,rat,rat,rat,rat,0.0,3,1,10,3.079
8582,2827,1,1613469578900,1613469580058,muis,mouse,mouse,mouse,0.0,5,1,11,1.158
8583,2827,1,1613469580058,1613469582508,slang,snake,snake,snake,0.0,5,1,12,2.45
8584,2827,1,1613469582508,1613469585619,vogel,bird,bird,bird,0.0,4,1,13,3.111
8585,2827,1,1613469585619,1613469587248,ekster,Magpie,Magpie,magpie,0.0,6,1,14,1.629
8586,2827,1,1613469587248,1613469588596,merel,blackbird,blackbird,blackbird,0.0,9,1,15,1.348
8587,2827,1,1613469588596,1613469593828,bever,Beaver,Beaver,beaver,0.0,6,1,16,5.232
8588,2827,1,1613469593828,1613469595174,otter,otter,otter,otter,0.0,5,1,17,1.346
8589,2827,1,1613469595174,1613469605497,pinguin,penguin,penguin,penguin,0.0,7,1,18,10.323
8590,2827,1,1613469605497,1613469608016,kangaroo,kangaroo,kangaroo,kangaroo,0.0,8,1,19,2.519
8657,2828,1,1613475502438,1613475505229,hond,dog,dog,dog,0.0,3,1,1,2.791
8658,2828,1,1613475505229,1613475506971,kat,cat,cat,cat,0.0,3,1,2,1.742
8659,2828,1,1613475506971,1613475508374,olifant,elephant,elephant,elephant,0.0,8,1,3,1.403
8660,2828,1,1613475508374,1613475511158,tijger,Tiger,Tiger,tiger,0.0,5,1,4,2.784
8661,2828,1,1613475511158,1613475512072,panter,panther,panther,panther,0.0,7,1,5,0.914
8662,2828,1,1613475512072,1613475513200,slang,snake,snake,snake,0.0,5,1,6,1.128
8663,2828,1,1613475513200,1613475513939,rat,rat,rat,rat,0.0,3,1,7,0.739
8664,2828,1,1613475513939,1613475515789,vlinder,butterfly,butterfly,butterfly,0.0,9,1,8,1.85
8665,2828,1,1613475515789,1613475517969,gier,vulture,vulture,vulture,0.0,7,1,9,2.18
8666,2828,1,1613475517969,1613475519512,arend,Eagle,Eagle,eagle,0.0,5,1,10,1.543
8667,2828,1,1613475519512,1613475523655,hippo,hippo,hippo,hippopotamus,0.0,5,1,11,4.143
8668,2828,1,1613475523655,1613475525968,muis,mouse,mouse,mouse,0.0,5,1,12,2.313
8669,2828,1,1613475525968,1613475532129,parkiet,parakeet,parakeet,parakeet,0.0,8,1,13,6.161
8670,2828,1,1613475532129,1613475535484,krokodil,crocodile,crocodile,crocodile,0.0,9,1,14,3.355
8671,2828,1,1613475535484,1613475537401,drommedaris,drommedary,drommedary,dromedary,0.0,9,1,15,1.917
8672,2828,1,1613475537401,1613475538907,flamingo,flamingo,flamingo,flamingo,0.0,8,1,16,1.506
8673,2828,1,1613475538907,1613475546534,wolf,Wolf,Wolf,wolf,0.0,4,1,17,7.627
8674,2828,1,1613475546534,1613475553905,gorilla,gorilla,gorilla,gorilla,0.0,7,1,18,7.371
8675,2828,1,1613475556068,1613475558631,eekhoorn,squirrel,squirrel,squirrel,0.0,8,1,19,2.563
8728,2830,1,1613488064437,1613488070032,turtle,turtle,turtle,turtle,0.0,6,1,1,5.595
8729,2830,1,1613488070032,1613488071695,lion,lion,lion,lion,0.0,4,1,2,1.663
8730,2830,1,1613488071695,1613488076253,sea lion,sea ​​lion,sea lion,sea lion,0.0,8,2,3,4.558
8731,2830,1,1613488076253,1613488077327,bird,bird,bird,bird,0.0,4,1,4,1.074
8732,2830,1,1613488077327,1613488080178,monkey,monkey,monkey,monkey,0.0,6,1,5,2.851
8734,2830,1,1613488081217,1613488085778,rat**,rat**,rat  ,rat,0.0,3,1,6,4.561
8735,2830,1,1613488085778,1613488087940,leopard,leopard,leopard,leopard,0.0,7,1,7,2.162
8736,2830,1,1613488087940,1613488091231,snake,snake,snake,snake,0.0,5,1,8,3.291
8737,2830,1,1613488091231,1613488094890,tiger,tiger,tiger,tiger,0.0,5,1,9,3.659
8738,2830,1,1613488094890,1613488096569,bear,bear,bear,bear,0.0,4,1,10,1.679
8739,2830,1,1613488096569,1613488098501,polar bear,polar bear,polar bear,polar bear,0.0,10,2,11,1.932
8740,2830,1,1613488098501,1613488101693,penguin,penguin,penguin,penguin,0.0,7,1,12,3.192
8741,2830,1,1613488101693,1613488104132,octopus,octopus,octopus,octopus,0.0,7,1,13,2.439
8742,2830,1,1613488104132,1613488106145,fish,fish,fish,fish,0.0,4,1,14,2.013
8743,2830,1,1613488106145,1613488108197,cow,cow,cow,cow,0.0,3,1,15,2.052
8744,2830,1,1613488108197,1613488110699,sheep,sheep,sheep,sheep,0.0,5,1,16,2.502
8745,2830,1,1613488110699,1613488120589,oyster,oyster,oyster,oyster,0.0,6,1,17,9.89
8746,2830,1,1613488120589,1613488122822,clam,clam,clam,clam,0.0,4,1,18,2.233
8747,2830,1,1613488122822,1613488126925,squirrel,squirrel,squirrel,squirrel,0.0,8,1,19,4.103
8782,2831,1,1613492599869,1613492601451,kat,cat,cat,cat,0.0,3,1,1,1.582
8783,2831,1,1613492601451,1613492603121,paard,horse,horse,horse,0.0,5,1,2,1.67
8784,2831,1,1613492603121,1613492605388,konijn,rabbit,rabbit,rabbit,0.0,6,1,3,2.267
8785,2831,1,1613492605388,1613492607894,egel,hedgehog,hedgehog,hedgehog,0.0,8,1,4,2.506
8786,2831,1,1613492607894,1613492625922,aap,monkey,monkey,monkey,0.0,6,1,5,18.028
8787,2831,1,1613492625922,1613492629022,koala,koala,koala,koala,0.0,5,1,6,3.1
8788,2831,1,1613492629022,1613492631669,kangeroo,kangaroo,kangaroo,kangaroo,0.0,8,1,7,2.647
8789,2831,1,1613492631669,1613492636219,luipaard,leopard,leopard,leopard,0.0,7,1,8,4.55
8790,2831,1,1613492636219,1613492638510,luiaard,sloth,sloth,sloth,0.0,5,1,9,2.291
8791,2831,1,1613492638510,1613492642084,slang,snake,snake,snake,0.0,5,1,10,3.574
8793,2831,1,1613492644795,1613492648854,vogel,bird,bird,bird,0.0,4,1,12,4.059
8794,2831,1,1613492648854,1613492651800,beer,bear,bear,bear,0.0,4,1,13,2.946
8795,2831,1,1613492651800,1613492654422,ijsbeer,polar bear,polar bear,polar bear,0.0,10,2,14,2.622
8796,2831,1,1613492654422,1613492658076,bonobo,bonobo,bonobo,bonobo,0.0,6,1,15,3.654
8797,2831,1,1613492658076,1613492660926,maki,lemur,lemur,lemur,0.0,5,1,16,2.85
8798,2831,1,1613492660926,1613492665181,giraf,giraffe,giraffe,giraffe,0.0,7,1,17,4.255
8799,2831,1,1613492665181,1613492668407,zebra,zebra,zebra,zebra,0.0,5,1,18,3.226
8800,2831,1,1613492668407,1613492671102,ezel,donkey,donkey,donkey,0.0,6,1,19,2.695
8861,2832,1,1613510761276,1613510762374,hond,dog,dog,dog,0.0,3,1,1,1.098
8862,2832,1,1613510762374,1613510763514,paard,horse,horse,horse,0.0,5,1,2,1.14
8863,2832,1,1613510763514,1613510765272,kip,chicken,chicken,chicken,0.0,7,1,3,1.758
8864,2832,1,1613510765272,1613510766930,zebra,zebra,zebra,zebra,0.0,5,1,4,1.658
8865,2832,1,1613510766930,1613510768334,leeuw,lion,lion,lion,0.0,4,1,5,1.404
8866,2832,1,1613510768334,1613510769392,tijger,Tiger,Tiger,tiger,0.0,5,1,6,1.058
8867,2832,1,1613510769392,1613510770722,cheetah,cheetah,cheetah,cheetah,0.0,7,1,7,1.33
8868,2832,1,1613510770722,1613510776191,kat,cat,cat,cat,0.0,3,1,8,5.469
8869,2832,1,1613510776191,1613510779780,goudvis,goldfish,goldfish,goldfish,0.0,8,1,9,3.589
8870,2832,1,1613510779780,1613510781578,dolfijn,dolphin,dolphin,dolphin,0.0,7,1,10,1.798
8871,2832,1,1613510781578,1613510782985,konijn,rabbit,rabbit,rabbit,0.0,6,1,11,1.407
8872,2832,1,1613510782985,1613510785151,haas,hare,hare,hare,0.0,4,1,12,2.166
8873,2832,1,1613510785151,1613510786778,worm,worm,worm,worm,0.0,4,1,13,1.627
8874,2832,1,1613510786778,1613510788639,bever,Beaver,Beaver,beaver,0.0,6,1,14,1.861
8875,2832,1,1613510788639,1613510789929,kever,beetle,beetle,beetle,0.0,6,1,15,1.29
8876,2832,1,1613510789929,1613510800117,vogel,bird,bird,bird,0.0,4,1,16,10.188
8877,2832,1,1613510800117,1613510803837,haai,shark,shark,shark,0.0,5,1,17,3.72
8878,2832,1,1613510803837,1613510805038,walvis,whale,whale,whale,0.0,5,1,18,1.201
8879,2832,1,1613510805038,1613510805986,orka,orca,orca,orca,0.0,4,1,19,0.948
8920,2833,1,1613512155208,1613512157399,kat,cat,cat,cat,0.0,3,1,1,2.191
8921,2833,1,1613512157399,1613512158921,hond,dog,dog,dog,0.0,3,1,2,1.522
8922,2833,1,1613512158921,1613512162581,tijger,Tiger,Tiger,tiger,0.0,5,1,3,3.66
8923,2833,1,1613512162581,1613512163883,leeuw ,lion,lion,lion,0.0,4,1,4,1.302
8924,2833,1,1613512163883,1613512165347,walrus ,walrus,walrus,walrus,0.0,6,1,5,1.464
8925,2833,1,1613512165347,1613512167090,walvis ,whale,whale,whale,0.0,5,1,6,1.743
8926,2833,1,1613512167090,1613512168214,haai,shark,shark,shark,0.0,5,1,7,1.124
8927,2833,1,1613512168214,1613512173136,giraffe ,giraffe,giraffe,giraffe,0.0,7,1,8,4.922
8928,2833,1,1613512173136,1613512176627,zebra ,zebra,zebra,zebra,0.0,5,1,9,3.491
8929,2833,1,1613512176627,1613512178895,stinkdier,skunk,skunk,skunk,0.0,5,1,10,2.268
8930,2833,1,1613512178895,1613512183548,mier,ant,ant,ant,0.0,3,1,11,4.653
8931,2833,1,1613512183548,1613512187202,rendier,reindeer,reindeer,reindeer,0.0,8,1,12,3.654
8932,2833,1,1613512187202,1613512188113,bok ,buck,buck,buck,0.0,4,1,13,0.911
8933,2833,1,1613512188113,1613512188838,geit,goat,goat,goat,0.0,4,1,14,0.725
8934,2833,1,1613512188838,1613512189662,koe ,cow,cow,cow,0.0,3,1,15,0.824
8935,2833,1,1613512189662,1613512190882,schaap,sheep,sheep,sheep,0.0,5,1,16,1.22
8936,2833,1,1613512190882,1613512196641,lam,lamb,lamb,lamb,0.0,4,1,17,5.759
8937,2833,1,1613512196641,1613512210236,zeehond,seal,seal,seal,0.0,4,1,18,13.595
8938,2833,1,1613512210236,1613512221179,hyena,hyena,hyena,hyena,0.0,5,1,19,10.943
8981,2836,1,1613513939431,1613513940981,hond,dog,dog,dog,0.0,3,1,1,1.55
8982,2836,1,1613513940981,1613513943056,vis,fish,fish,fish,0.0,4,1,2,2.075
8983,2836,1,1613513943056,1613513944156,muis,mouse,mouse,mouse,0.0,5,1,3,1.1
8984,2836,1,1613513944156,1613513945706,paard,horse,horse,horse,0.0,5,1,4,1.55
8985,2836,1,1613513945706,1613513947631,ezel,donkey,donkey,donkey,0.0,6,1,5,1.925
8986,2836,1,1613513947631,1613513948473,koe,cow,cow,cow,0.0,3,1,6,0.842
8987,2836,1,1613513948473,1613513949723,schaap,sheep,sheep,sheep,0.0,5,1,7,1.25
8988,2836,1,1613513949723,1613513950823,rat,rat,rat,rat,0.0,3,1,8,1.1
8989,2836,1,1613513950823,1613513957765,geit,goat,goat,goat,0.0,4,1,9,6.942
8990,2836,1,1613513957765,1613513959196,kip,chicken,chicken,chicken,0.0,7,1,10,1.431
8991,2836,1,1613513959196,1613513961964,vogel,bird,bird,bird,0.0,4,1,11,2.768
8992,2836,1,1613513961964,1613513963431,eend,duck,duck,duck,0.0,4,1,12,1.467
8993,2836,1,1613513963431,1613513967555,vlinder,butterfly,butterfly,butterfly,0.0,9,1,13,4.124
8996,2836,1,1613513982648,1613513986463,Haai,Shark,Shark,shark,0.0,5,1,14,3.815
8997,2836,1,1613513986463,1613513988420,dolfijn,dolphin,dolphin,dolphin,0.0,7,1,15,1.957
8998,2836,1,1613513988420,1613513989688,walvis,whale,whale,whale,0.0,5,1,16,1.268
8999,2836,1,1613513989688,1613513998320,varken,pig,pig,pig,0.0,3,1,17,8.632
9000,2836,1,1613513998320,1613514003184,Olifant,Elephant,Elephant,elephant,0.0,8,1,18,4.864
9001,2836,1,1613514003184,1613514006920,giraf,giraffe,giraffe,giraffe,0.0,7,1,19,3.736
9053,2837,1,1613558786898,1613558788431,panter,panther,panther,panther,0.0,7,1,1,1.533
9054,2837,1,1613558788431,1613558789831,haas,hare,hare,hare,0.0,4,1,2,1.4
9055,2837,1,1613558789831,1613558794813,beer,bear,bear,bear,0.0,4,1,3,4.982
9056,2837,1,1613558794813,1613558798599,grijze muis,Gray mouse,Gray mouse,gray mouse,0.0,10,2,4,3.786
9057,2837,1,1613558798599,1613558799425,muis,mouse,mouse,mouse,0.0,5,1,5,0.826
9058,2837,1,1613558799425,1613558800931,kip,chicken,chicken,chicken,0.0,7,1,6,1.506
9059,2837,1,1613558800931,1613558803384,leeuw,lion,lion,lion,0.0,4,1,7,2.453
9060,2837,1,1613558803384,1613558805437,olifant,elephant,elephant,elephant,0.0,8,1,8,2.053
9061,2837,1,1613558805437,1613558807788,capibara,capybara,capybara,capybara,0.0,8,1,9,2.351
9062,2837,1,1613558807788,1613558809257,pinguin,penguin,penguin,penguin,0.0,7,1,10,1.469
9063,2837,1,1613558809257,1613558812581,hert,deer,deer,deer,0.0,4,1,11,3.324
9064,2837,1,1613558812581,1613558815190,hond,dog,dog,dog,0.0,3,1,12,2.609
9065,2837,1,1613558815190,1613558816376,kat,cat,cat,cat,0.0,3,1,13,1.186
9066,2837,1,1613558816376,1613558824044,kapoen,capon,capon,capon,0.0,5,1,14,7.668
9067,2837,1,1613558824044,1613558832591,wombat,wombat,wombat,wombat,0.0,6,1,15,8.547
9068,2837,1,1613558832591,1613558838337,oerang oetang,orangutan,orangutan,orangutan,0.0,9,1,16,5.746
9069,2837,1,1613558838337,1613558841608,gorilla,gorilla,gorilla,gorilla,0.0,7,1,17,3.271
9070,2837,1,1613558841608,1613558843510,paard,horse,horse,horse,0.0,5,1,18,1.902
9071,2837,1,1613558843510,1613558846239,varken,pig,pig,pig,0.0,3,1,19,2.729
9132,2838,1,1613559886482,1613559887430,hond,dog,dog,dog,0.0,3,1,1,0.948
9133,2838,1,1613559887430,1613559888045,kat,cat,cat,cat,0.0,3,1,2,0.615
9134,2838,1,1613559888045,1613559888892,slang,snake,snake,snake,0.0,5,1,3,0.847
9135,2838,1,1613559888892,1613559890758,muis,mouse,mouse,mouse,0.0,5,1,4,1.866
9136,2838,1,1613559890758,1613559891626,rat,rat,rat,rat,0.0,3,1,5,0.868
9137,2838,1,1613559891626,1613559896894,girafe,giraffe,giraffe,giraffe,0.0,7,1,6,5.268
9138,2838,1,1613559896894,1613559899124,olifant,elephant,elephant,elephant,0.0,8,1,7,2.23
9139,2838,1,1613559899124,1613559900412,penguin,penguin,penguin,penguin,0.0,7,1,8,1.288
9141,2838,1,1613559902331,1613559908205,konijn,rabbit,rabbit,rabbit,0.0,6,1,9,5.874
9142,2838,1,1613559908205,1613559914655,worm,worm,worm,worm,0.0,4,1,10,6.45
9143,2838,1,1613559914655,1613559916058,mier,ant,ant,ant,0.0,3,1,11,1.403
9144,2838,1,1613559916058,1613559917795,leeuw,lion,lion,lion,0.0,4,1,12,1.737
9145,2838,1,1613559917795,1613559918669,paard,horse,horse,horse,0.0,5,1,13,0.874
9146,2838,1,1613559918669,1613559924864,kip,chicken,chicken,chicken,0.0,7,1,14,6.195
9147,2838,1,1613559924864,1613559926540,koe,cow,cow,cow,0.0,3,1,15,1.676
9148,2838,1,1613559926540,1613559927680,varken,pig,pig,pig,0.0,3,1,16,1.14
9149,2838,1,1613559927680,1613559930437,schaap,sheep,sheep,sheep,0.0,5,1,17,2.757
9150,2838,1,1613559930437,1613559954270,hyena,hyena,hyena,hyena,0.0,5,1,18,23.833
9151,2838,1,1613559954270,1613559958352,vleermuis,bat,bat,bat,0.0,3,1,19,4.082
9183,2840,1,1613563372613,1613563378530,papegaai,parrot,parrot,parrot,0.0,6,1,1,5.917
9184,2840,1,1613563378530,1613563381346,hond,dog,dog,dog,0.0,3,1,2,2.816
9185,2840,1,1613563381346,1613563383555,kat,cat,cat,cat,0.0,3,1,3,2.209
9186,2840,1,1613563383555,1613563388462,parkiet,parakeet,parakeet,parakeet,0.0,8,1,4,4.907
9187,2840,1,1613563388462,1613563390537,leeuw,lion,lion,lion,0.0,4,1,5,2.075
9188,2840,1,1613563390537,1613563392442,vis,fish,fish,fish,0.0,4,1,6,1.905
9189,2840,1,1613563392442,1613563395357,oester,oyster,oyster,oyster,0.0,6,1,7,2.915
9190,2840,1,1613563395357,1613563404939,koala,koala,koala,koala,0.0,5,1,8,9.582
9191,2840,1,1613563404939,1613563406737,beer,bear,bear,bear,0.0,4,1,9,1.798
9192,2840,1,1613563406737,1613563409328,panda,panda,panda,panda,0.0,5,1,10,2.591
9193,2840,1,1613563409328,1613563417394,leguaan,iguana,iguana,iguana,0.0,6,1,11,8.066
9194,2840,1,1613563417394,1613563419747,hagedis,lizard,lizard,lizard,0.0,6,1,12,2.353
9195,2840,1,1613563419747,1613563422276,paard,horse,horse,horse,0.0,5,1,13,2.529
9196,2840,1,1613563422276,1613563426979,pinguin,penguin,penguin,penguin,0.0,7,1,14,4.703
9197,2840,1,1613563426979,1613563431067,zeehond,seal,seal,seal,0.0,4,1,15,4.088
9198,2840,1,1613563431067,1613563432820,slang,snake,snake,snake,0.0,5,1,16,1.753
9199,2840,1,1613563432820,1613563438287,muis,mouse,mouse,mouse,0.0,5,1,17,5.467
9200,2840,1,1613563438287,1613563440018,rat,rat,rat,rat,0.0,3,1,18,1.731
9201,2840,1,1613563440018,1613563443360,cavia,guinea pig,guinea pig,guinea pig,0.0,10,2,19,3.342
9230,2841,1,1613567317921,1613567318758,hond,dog,dog,dog,0.0,3,1,1,0.837
9231,2841,1,1613567318758,1613567320439,konijn,rabbit,rabbit,rabbit,0.0,6,1,2,1.681
9232,2841,1,1613567320439,1613567321292,cavia,guinea pig,guinea pig,guinea pig,0.0,10,2,3,0.853
9233,2841,1,1613567321292,1613567322230,paard,horse,horse,horse,0.0,5,1,4,0.938
9234,2841,1,1613567322230,1613567323686,zeehond,seal,seal,seal,0.0,4,1,5,1.456
9235,2841,1,1613567323686,1613567328840,egel,hedgehog,hedgehog,hedgehog,0.0,8,1,6,5.154
9236,2841,1,1613567328840,1613567329726,mier,ant,ant,ant,0.0,3,1,7,0.886
9237,2841,1,1613567329726,1613567330758,spin ,spider,spider,spider,0.0,6,1,8,1.032
9238,2841,1,1613567330758,1613567334125,ezel ,donkey,donkey,donkey,0.0,6,1,9,3.367
9239,2841,1,1613567334125,1613567337710,vogel ,bird,bird,bird,0.0,4,1,10,3.585
9240,2841,1,1613567337710,1613567343062,zeepaard,seahorse,seahorse,sea horse,0.0,8,1,11,5.352
9241,2841,1,1613567343062,1613567344846,krokodil,crocodile,crocodile,crocodile,0.0,9,1,12,1.784
9242,2841,1,1613567344846,1613567345846,haai ,shark,shark,shark,0.0,5,1,13,1.0
9243,2841,1,1613567345846,1613567350325,aap,monkey,monkey,monkey,0.0,6,1,14,4.479
9244,2841,1,1613567350325,1613567352342,olifant ,elephant,elephant,elephant,0.0,8,1,15,2.017
9245,2841,1,1613567352342,1613567354902,zebra,zebra,zebra,zebra,0.0,5,1,16,2.56
9246,2841,1,1613567354902,1613567357981,giraffe,giraffe,giraffe,giraffe,0.0,7,1,17,3.079
9247,2841,1,1613567357981,1613567361669,rog,ray,ray,ray,0.0,3,1,18,3.688
9248,2841,1,1613567361669,1613567368813,dolfijn,dolphin,dolphin,dolphin,0.0,7,1,19,7.144
9318,2842,1,1613574219641,1613574221113,Olifant,Elephant,Elephant,elephant,0.0,8,1,1,1.472
9319,2842,1,1613574221113,1613574226985,Tarantula,Tarantula,Tarantula,tarantula,0.0,9,1,2,5.872
9320,2842,1,1613574226985,1613574228553,Hond,Dog,Dog,dog,0.0,3,1,3,1.568
9321,2842,1,1613574228553,1613574229016,Kat,Cat,Cat,cat,0.0,3,1,4,0.463
9322,2842,1,1613574229016,1613574230073,Cavia,Guinea pig,Guinea pig,guinea pig,0.0,10,2,5,1.057
9323,2842,1,1613574230073,1613574231689,Konijn,Rabbit,Rabbit,rabbit,0.0,6,1,6,1.616
9324,2842,1,1613574231689,1613574234553,Leeuw,Lion,Lion,lion,0.0,4,1,7,2.864
9325,2842,1,1613574234553,1613574235609,Tijger,Tiger,Tiger,tiger,0.0,5,1,8,1.056
9326,2842,1,1613574235609,1613574236457,Zebra,Zebra,Zebra,zebra,0.0,5,1,9,0.848
9327,2842,1,1613574236457,1613574239512,Krokodil,Crocodile,Crocodile,crocodile,0.0,9,1,10,3.055
9328,2842,1,1613574239512,1613574241512,Alligator,Alligator,Alligator,alligator,0.0,9,1,11,2.0
9329,2842,1,1613574241512,1613574245945,Dolfijn,Dolphin,Dolphin,dolphin,0.0,7,1,12,4.433
9330,2842,1,1613574245945,1613574247065,Walvis,Whale,Whale,whale,0.0,5,1,13,1.12
9331,2842,1,1613574247065,1613574249144,Orka,Orca,Orca,orca,0.0,4,1,14,2.079
9332,2842,1,1613574249144,1613574250520,Schildpad,Turtle,Turtle,turtle,0.0,6,1,15,1.376
9334,2842,1,1613574252345,1613574254585,Meeuw,Seagull,Seagull,seagull,0.0,7,1,17,2.24
9335,2842,1,1613574254585,1613574257321,Kraai,Crow,Crow,crow,0.0,4,1,18,2.736
9336,2842,1,1613574257321,1613574260217,Ekster,Magpie,Magpie,magpie,0.0,6,1,19,2.896
9411,2844,1,1613579247153,1613579247911,kat,cat,cat,cat,0.0,3,1,1,0.758
9412,2844,1,1613579247911,1613579249169,paard,horse,horse,horse,0.0,5,1,2,1.258
9413,2844,1,1613579249169,1613579251878,olifant,elephant,elephant,elephant,0.0,8,1,3,2.709
9414,2844,1,1613579251878,1613579253414,tijger,Tiger,Tiger,tiger,0.0,5,1,4,1.536
9415,2844,1,1613579253414,1613579254665,poes,cat,cat,cat,0.0,3,1,5,1.251
9416,2844,1,1613579254665,1613579257450,giraffe,giraffe,giraffe,giraffe,0.0,7,1,6,2.785
9417,2844,1,1613579257450,1613579258792,varken,pig,pig,pig,0.0,3,1,7,1.342
9418,2844,1,1613579258792,1613579260694,vogek,bird,bird,bird,0.0,4,1,8,1.902
9419,2844,1,1613579260694,1613579262350,luipaard,leopard,leopard,leopard,0.0,7,1,9,1.656
9420,2844,1,1613579262350,1613579263264,rat,rat,rat,rat,0.0,3,1,10,0.914
9421,2844,1,1613579263264,1613579264076,muis,mouse,mouse,mouse,0.0,5,1,11,0.812
9422,2844,1,1613579264076,1613579264833,mier,ant,ant,ant,0.0,3,1,12,0.757
9423,2844,1,1613579264833,1613579266760,spin,spider,spider,spider,0.0,6,1,13,1.927
9424,2844,1,1613579266760,1613579273728,wolf,Wolf,Wolf,wolf,0.0,4,1,14,6.968
9425,2844,1,1613579273728,1613579274995,ijsbeer,polar bear,polar bear,polar bear,0.0,10,2,15,1.267
9426,2844,1,1613579274995,1613579281167,Zeehond,Seal,Seal,seal,0.0,4,1,16,6.172
9427,2844,1,1613579281167,1613579282259,vis,fish,fish,fish,0.0,4,1,17,1.092
9428,2844,1,1613579282259,1613579286495,panda,panda,panda,panda,0.0,5,1,18,4.236
9429,2844,1,1613579286495,1613579289934,hamster,hamster,hamster,hamster,0.0,7,1,19,3.439
9469,2845,1,1613600600147,1613600604679,Kip,Chicken,Chicken,chicken,0.0,7,1,1,4.532
9470,2845,1,1613600604679,1613600607179,pad,path,path,toad,0.0,4,1,2,2.5
9471,2845,1,1613600607179,1613600608578,kikker,frog,frog,frog,0.0,4,1,3,1.399
9472,2845,1,1613600608578,1613600610326,vis,fish,fish,fish,0.0,4,1,4,1.748
9473,2845,1,1613600610326,1613600611811,vogel,bird,bird,bird,0.0,4,1,5,1.485
9474,2845,1,1613600611811,1613600612845,hond,dog,dog,dog,0.0,3,1,6,1.034
9475,2845,1,1613600612845,1613600613727,kat,cat,cat,cat,0.0,3,1,7,0.882
9476,2845,1,1613600613727,1613600615326,muis,mouse,mouse,mouse,0.0,5,1,8,1.599
9477,2845,1,1613600615326,1613600616261,rat,rat,rat,rat,0.0,3,1,9,0.935
9478,2845,1,1613600616261,1613600619811,tijger,Tiger,Tiger,tiger,0.0,5,1,10,3.55
9479,2845,1,1613600619811,1613600623192,leeuw,lion,lion,lion,0.0,4,1,11,3.381
9480,2845,1,1613600623192,1613600626695,kangeroo,kangaroo,kangaroo,kangaroo,0.0,8,1,12,3.503
9481,2845,1,1613600626695,1613600633430,Dolfijn,Dolphin,Dolphin,dolphin,0.0,7,1,13,6.735
9482,2845,1,1613600633430,1613600635462,aap,monkey,monkey,monkey,0.0,6,1,14,2.032
9483,2845,1,1613600635462,1613600641111,Vlinder,Butterfly,Butterfly,butterfly,0.0,9,1,15,5.649
9484,2845,1,1613600641111,1613600642463,spin,spider,spider,spider,0.0,6,1,16,1.352
9485,2845,1,1613600642463,1613600647128,walrus,walrus,walrus,walrus,0.0,6,1,17,4.665
9486,2845,1,1613600647128,1613600650113,nijlpaafd,hippopotamus,hippopotamus,hippopotamus,0.0,12,1,18,2.985
